YEAR ,Cross location (ICIS LOCID),CROSS   NO,,FEMALE PARENT,, MALE PARENT ,,REMARKS
,,PR37775,,IR64,,JASMINE,,
,,PR37776,,IR79805-2-2-2-2,,JASMINE,,
,,PR37777,,IR79821-5-3-1-3,,JASMINE,,
,,PR37778,,IR78809-2B-2-2,,JASMINE,,
,,PR37779,,IR78809-2B-2-2,,BURDAGOL,,
,,PR37780,,PANDAN,,IR75494-11-2-2-3-1-2,,
,,PR37781,,PR25218-9-3-5-1-3-2,,JASMINE,,
,,PR37782,,BR6692-4-6-4,,JASMINE,,
,,PR37783,,IR79805-2-2-2-2,,BURDAGOL,,
,,PR37784,,C7176-B-2-3,,PSB RC 10,,
,,PR37785,,IR72,,KOBEG,,
,,PR37786,,IR36,,IR52341-60-1-2-1,,
,,PR37787,,IR36,,KOBEG,,
,,PR37788,,IR64,,BR 736-20-3-1,,
,,PR37789,,AZUCENA,,PJ 7,,
,,PR37790,,PJ 21,,AZUCENA,,
,,PR37791,,IR72,,BLACK GORA,,
,,PR37792,,BPI Ri 3 (MRC 1240),,PSB Rc34(BURDAGOL),,
,,PR37793,,IR64,,BLACK GORA,,
,,PR37794,,MATATAG 7,,PJ 21,,
,,PR37795,,IRRI 102 (PSB Rc2),,IR52341-60-1-2-1,,
,,PR37796,,BR 736-20-3-1,,PR31952-12-B-B,,
SP 07DS,,PR37797,,PR31158-T4-B,,PR32695-4-B-B-B,,
DSR 07WS,,PR37798,,GERDEH,,PR31158-T-4-B,,
,,PR37799,,BR 736-20-3-1,,PJ 21,,
,,PR37800,,IR52341-60-1-2-1,,BR 736-20-3-1,,
,,PR37801,,KHAO DAWK MALI 105,,PJ 21,,
,,PR37802,,IRGC 73317,,BLACK GORA,,
,,PR37803,,IR36,,PR28351-PJ 24-B-B-2-3-3-2,,
,,PR37804,,PLB 532,,IRGC 64772(CHONDONI),,
,,PR37805,,IR66036-3B-12-2-B/PR32102-6-1-3,,ARROZ DA TERRA,,
,,PR37806,,C 7541WH-12-2-1/IR71700-247-1-1-2,,ARROZ DA TERRA,,
,,PR37807,,IR72158-11-5-2-3-PR 1/IR66036-3B-12-2-B,,ARROZ DA TERRA,,
,,PR37808,,MATATAG 4,,IR66036-3B-12-2-B/BP32629-3-1,,
,,PR37809,,MATATAG 5,,C 7541WH-12-2-1/PSB Rc82,,
,,PR37810,,IRBB 21,,IR11141-6-1-4/JASMINE,,
,,PR37811,,MATATAG 9/PR31349-76-3,,IR72,,
,,PR37812,,IR31406-333-1/IR67964-46-1-3-2,,IR36,,
,,PR37813,,IR11141-6-1-4/PR31349-76-3,,IR72,,
,,PR37814,,PSB Rc82/IR31406-333-1,,IR72,,
,,PR37815,,PR31349-76-3/BASMATI 446-1,,IR72,,
,,PR37816,,C 7541 WH-12-2-1/PSB Rc82,,IR72,,
,,PR37817,,IRBB/IR11141-6-1-4,,IR72,,
,,PR37819,,SHZ-2,,PR32220-16-B-1-2,,
,,PR37820,,SHZ-2,,PR32749-10-1-B-B,,
,,PR37821,,SHZ-2,,PR32771-9-2-B-B,,
,,PR37822,,SHZ-2,,PR31954-5-B-B,,
,,PR37823,,PR32220-16-B-1-2,,SHZ-2,,
,,PR37824,,PR32749-10-1-B-B,,SHZ-2,,
,,PR37825,,PR32771-9-2-B-B,,SHZ-2,,
,,PR37826,,AR32-11-63-3,,SHZ-2,,
,,PR37827,,AR32-2-84-2,,ARC11554,,
,,PR37828,,BPI Ri10,,IRBB62,,
,,PR37829,,IR75082-7-1-4-1-2,,SHZ-2,,
,,PR37830,,IRBB62,,ARC11554,,
,,PR37831,,IRBB62,,MS8,,
,,PR37832,,IRBB62,,SHZ-2,,
,,PR37833,,Matatag 1,,IRBB62,,
,,PR37834,,Matatag 1,,IRBB21,,
,,PR37835,,Matatag 6,,IRBB62,,
,,PR37836,,Matatag 6,,IRBB61,,
,,PR37837,,MS6 ,,IRBB62,,
,,PR37838,,MS8,,IRBB62,,
07DSF1- MAS,,PR37839,,MS8,,SHZ-2,,
,,PR37840,,AR32-2-84-2 / AR32-19-3-3,,AR32-19-3-4,,
,,PR37841,,AR32-11-63-3/ JASMIN,,AR32-4-5-2,,
,,PR37842,,AR32-19-3-4/Matatag 6,,AR32-19-3-4,,
,,PR37843,,AR32-19-3-4/Matatag 6,,AR32-4-5-2,,
,,PR37844,,PSB Rc28 / AR32-19-3-4,,AR32-4-5-2,,
,,PR37845,,PSB Rc28 / AR32-19-3-4,,AR32-4-58-2,,
,,PR37846,,AR32-2-66-4-3-2-B-B-MB-1 / Matatag 3,,AR32-4-58-2,,
,,PR37847,,AR32-2-66-4-3-2-B-B-MB-1 / Matatag 9,,AR32-4-58-2,,
,,PR37848,,AR32-2-66-4-3-2-B-B-MB-1 / Matatag 9,,AR32-11-76-1-2-2,,
,,PR37849,,AR32-2-66-4-3-2-B-B-MB-1 / Matatag 9,,AR32-4-5-2,,
,,PR37850,,PSB Rc28 / PSB Rc18,,AR32-4-5-2,,
,,PR37851,,M45 / AR32-11-63-3,,AR32-4-5-2,,
,,PR37852,,PSB Rc 28 / AR32-19-3-4,,AR32-19-3-4,,
,,PR37853,,PSB Rc 28 / AR32-19-3-4,,AR32-19-3-4,,
,,PR37854,,AR32-19-3-4/Matatag 6,,AR32-4-5-2,,
,,PR37855,,AR32-19-3-4/Matatag 6,,AR32-19-3-4,,
,,PR37856,,AR32-19-3-4/Matatag 6,,AR32-19-3-4,,
,,PR37857,,AR32-19-3-4/Matatag 6,,AR32-4-5-2,,
,,PR37858,,AR32-18-43-1-3-1-B-B-MB-2(I SH-58) / Matatag 6,,AR32-4-5-2,,
,,PR37859,,AR32-18-54-2-1-2-B-B-MB-2/(I SH-64)/ Matatag3,,AR32-19-3-4,,
,,PR37860,,AR32-18-54-2-1-2-B-B-MB-2/(I SH-64)/ Matatag3,,AR32-4-5-2,,
,,PR37861,,AR32-19-3-3/CB-10 F1,,AR32-11-83-1-4,,
,,PR37862,,AR32-18-43-1-3-1-B-B-MB-2 / IR73888-1-2-7,,AR32-4-5-2,,
,,PR37863,,PSB Rc28 / AR32-19-3-4,,AR32-11-83-1-4,,
,,PR37864,,AR32-18-54-3-1-1-B-B-MB-1 / Matatag 6,,AR32-4-5-2,,
,,PR37865,,AR32-19-3-3/MATATAG  9,,AR32-11-76-1-2-2,,
,,PR37866,,AR32-19-3-3/IR75082-99-10-9-1B,,AR32-4-58-2,,
,,PR37867,,BPI Ri 10 / ARC 11554,,SHZ-2,,
,,PR37868,,AR32-11-76--1-2-2 / SHZ-2,,SHZ-2,,
,,PR37869,,AR32-19-3-3 / SHZ-2,,PR37691-1,,
,,PR37870,,Philscat 1 / IRBB21,,IRBB62,,
,,PR37871,,Philscat 1 / IRBB21,,MS8,,
,,PR37872,,Matatag 6 x IRBB21 / IRBB21,,SHZ-2,,
,,PR37873,,SHZ-2,,IRBB62,,
,,PR37874,,SHZ-2,,MS8,,
,,PR37875,,SHZ-2,,MS6,,
,,PR37876,,Matatag 6 x IRBB21 / IRBB21,,MS6,,
,,PR37877,,AR32-4-5-2 / ARC 11554,,AR32-4-5-2,,
,,PR37878,,AR32-11-63-3 / ARC 11554,,AR32-11-63-3,,
,,PR37879,,AR32-11-76--1-2-2 / ARC 11554,,AR32-11-76-1-2-2,,
,,PR37880,,AR32-11-83-1-4-1 / ARC 11554,,AR32-11-83-1-4-1,,
,,PR37881,,AR32-19-3-2 / ARC 11554,,AR32-19-3-2,,
,,PR37882,,AR32-19-3-3 / ARC 11554,,AR32-19-3-3,,
,,PR37883,,AR32-19-3-4 / ARC 11554,,AR32-19-3-4,,
,,PR37884,,AR32-19-3-3 / SHZ-2,,AR32-19-3-3,,
,,PR37885,,SHZ-2 / IR24,,SHZ-2,,
,,PR37886,,PSB RC 28 / SHZ-2,,SHZ-2,,
,,PR37887,,Matatag 6 x IRBB21 / IRBB21,,MS6,,
,,PR37888,,Matatag 8 x IRBB21 / IRBB21,,IRBB62,,
,,PR37889,,PSB Rc82,,AR32-19-3-3,,
,,PR37890,,PR-C8612WH-14-1-2-2,,AR32-19-3-3,,
,,PR37891,,PR-C8587WH-7-1-3-3-2,,AR32-19-3-3,,
,,PR37892,,PR-C8573WH-4-1-2-1-1,,AR32-19-3-3,,
,,PR37893,,PR-C8626WH-4-1-2-3,,AR32-19-3-3,,
,,PR37894,,PR-C7861WH-2-3-1-1-1-3,,AR32-19-3-3,,
,,PR37895,,PR-C8616WH-9-3-2-2,,AR32-19-3-3,,
,,PR37896,,PR-C8626WH-4-2-3-3,,AR32-19-3-3,,
,,PR37897,,PR-C8587WH-2-2-3-2-3,,AR32-19-3-3,,
,,PR37898,,PR-C8552WH-10-3-2-2-1,,AR32-19-3-3,,
,,PR37899,,PR-C8504WH-20-3-1-3-1,,AR32-19-3-3,,
,,PR37900,,PR-C7802WH-22-3-3-1-1,,AR32-19-3-3,,
,,PR37901,,PR-C7802WH-5-3-3-2-3,,AR32-19-3-3,,
,,PR37902,,PR-C7804WH-12-2-1-3-1,,AR32-19-3-3,,
,,PR37903,,PR-C7875WH-11-1-2-2-3,,AR32-19-3-3,,
,,PR37904,,C7305WH-18-1-1-3-1,,AR32-19-3-3,,
,,PR37905,,C7396WH-10-3-3,,AR32-19-3-3,,
,,PR37906,,C7540WH-5-3-3,,AR32-19-3-3,,
,,PR37907,,C7387WH-16-1-2-1-6,,AR32-19-3-3,,
,,PR37908,,IR77958-7-4-3,,AR32-19-3-4,,
,,PR37909,,IR77958-29-13-3-1-2-3,,AR32-19-3-4,,
,,PR37910,,IR77958-35-1-5-3-2-1,,AR32-19-3-4,,
,,PR37911,,IR77958-10-1-18,,AR32-19-3-4,,
,,PR37912,,IR77958-14-4-7,,AR32-19-3-4,,
,,PR37913,,BLB/MUTATION,,,,
,,PR37914,,IR69800-5-2-3,,ADRON111,,
,,PR37915,,C6634WH-1-1-1-1-1-1-3,,ADRON111,,
,,PR37916,,C6688WH-6-2-2-1-3,,ADRON117,,
,,PR37917,,C6632WH-2-3-1-1-1,,ADRON125,,
,,PR37918,,C7320WH-11-2-3-1,,ADRON117,,
,,PR37919,,C7541WH-12-2-1,,ADRON125,,
,,PR37920,,ADRON117,,IRBB21,,
,,PR37921,,ADRON117,,DM25/AR32-19-3-3,,
,,PR37922,,AR32-19-3-4,,DM25/AR32-19-3-3,,
,,PR37923,,PR29264-AC-31,,ADRON111,,
,,PR37924,,IR72967-12-2-3,,MATATAG 5,,
,,PR37925,,PR33212-cb-1,,ADRON117,,
,,PR37926,,PR33212-cb-2,,IRBB21,,
,,PR37927,,PR33217-cb-2,,IRBB21,,
,,PR37928,,PR33212-cb-1-2,,PR30255WH-9A-C1-1-1-2,,
,,PR37929,,PR33212-cb-1-3,,ADRON117,,
,,PR37930,,JASMINE,,ADRON111,,
,,PR37931,,ADRON 125,,P52-9-2/AR32-19-3-3,,
,,PR37932,,PR74654-6-1-2-2,,PR34201-13,,
,,PR37933,,C7541WH-12-2-1,,AR32-19-3-4,,
,,PR37934,,C7407WH-11-3-3,,PR30595-B-2-1-1-1-2-4,,
,,PR37935,,C7407WH-11-3-3,,PR31563-AR32-19-3-3,,
,,PR37936,,PR33382-25-1-1,,PR34201-13,,
,,PR37937,,PR33382-25-1-1,,AR32-19-3-4,,
,,PR37938,,PR254621-1-1-1-2,,PJ 21,,
,,PR37939,,PR31097-B-16-2-2,,PR33217-4,,
,,PR37940,,IR77700-84-2-2-2,,JASMINE,,
,,PR37941,,PR35796-B-3-2-2,,PR35786-B-3-1-2,,
,,PR37942,,PR35796-B-3-2-3,,ADRON111,,
,,PR37943,,PR35800-B-2-2-2,,PR35786-B-3-4-3,,
,,PR37944,,LP0368,,ADRON125,,
,,PR37945,,LP0368,,ADRON111,,
,,PR37946,,LP0368,,PR30646-3-5-17-MB-2-4-MB-1,,
,,PR37947,,LP0331,,ADRON117,,
,,PR37948,,LP0331,,PR35786-B-3-1-2,,
,,PR37949,,PR37160-1-2,,ADRON125,,
,,PR37950,,PR37165-1-3,,PR30646-3-5-17-MB-2-4-MB-1,,
,,PR37951,,PR36828-38-1-1,,PR35786-B-3-1-4,,
,,PR37952,,PR29740-B-26-1-2-1-1-1-1,,C6537-56-1,,
,,PR37953,, PR29740-B-26-1-2-1-1-1-1,,IR77186-122-2-2-3,,
,,PR37954,,PR29253-13-3-1-1-2,,PR30639-6B-43-1-2-3,,
,,PR37955,,IR73718-23-2-1-3,,PR29736-b-6-1-1-1,,
,,PR37956,,IR73718-23-2-1-3,,PR30639-6B-43-1-2-3,,
,,PR37957,,IR77186-122-2-2-3,,PR31942-6-1,,
,,PR37958,,IR77186-122-2-2-3 ,,PR25462-2-4-1-1-1-1-1-1-2-1-1-2,,
,,PR37959,,C6688WH-6-2-2-1-3,,PR31563-AR32-19-3-3,,
,,PR37960,,PR30253WH-3E-C2-2-3-2,,PR31563-AR32-19-3-3,,
,,PR37961,,PR32443-1-3-3-1,,C5813-B-1-1-1,,
,,PR37962,,C6537-56-1,,PR30971-5B-4-4-4-1,,
,,PR37963,,PR29887-21,,PR32033-6-B-B-3,,
,,PR37964,,PR29887-21,,PR34557-b-5-3-1-1,,
,,PR37965,,PJ 19,,PR34149-4-2-5,,
,,PR37966,,PJ 19,,PR31359-58-4-1-1-3,,
,,PR37967,,IR69800-5-2-3,,Matatag 9 (IR73885),,
,,PR37968,,IR69800-5-2-3,,PR33212-cb-2/IRBB21,,
,,PR37969,,IR69800-5-2-3,,Matatag 2,,
,,PR37970,,KHAMU,,PR35225-3B-20,,
,,PR37971,,KHAMU,,IR69138-13-2-2-3,,
,,PR37972,,KHAO LEARN,,IR69800-5-2-3,,
,,PR37973,,KHAO LEARN,,Matatag 2,,
,,PR37974,,OMS 95-5 ,,AR32-19-3-4,,
,,PR37975,,RR 272-18-832,,MATATAG 2,,
,,PR37976,,RR 272-18-832,,NSIC Rc 118,,
,,PR37977,,PR33212-cb-1-3,,PR35225-3B-20,,
,,PR37978,,PR33212-cb-2,,PR35225-3B-20,,
,,PR37979,,PR33212-cb-3-1,,PR35225-3B-20,,
,,PR37980,,IR77539-80-2-2-2,,PR33217-cb-3,,
,,PR37981,,MS 6,,IR67964-46-1-3-2,,
,,PR37982,,PR30255WH-9A-C1-1-1-2,,IR67964-46-1-3-2,,
,,PR37983,,PR30255WH-9A-C1-1-1-2 ,,PR33212-cb-2,,
,,PR37984,,PR30255WH-9A-C1-1-1-2,,PR31561-AR32-11-83-1-4-4,,
,,PR37985,,PR30255WH-9A-C1-1-1-2,,PR35225-3B-20,,
,,PR37986,,PANDAN,,PR35225-3B-20-1-2,,
,,PR37987,, IR77958-7-4-3,,PR35225-3B-20,,
,,PR37988,,PR30540-B--19-1-3-2,,PR35225-3B-20,,
,,PR37989,, PR37091-1,,PR35225-3B-20,,
,,PR37990,,PR36925-B-2,,PR33212-cb-1,,
,,PR37991,,PR36701-B-9-2,,KASTURI,,
,,PR37992,,PR36701-B-9-2,,PR35225-3B-20,,
,,PR37993,,PR35779-B-3-1-2,,PR35225-3B-20,,
,,PR37994,, PR35779-B-3-3-2,,PR35225-3B-20,,
,,PR37995,, KDML 105,,PR35225-3B-20,,
,,PR37996,,KHAMU//PR33212-cb-2,,IRBB 21,,
,,PR37997,,KHAO LEARN ,,IR77700-84-2-2-2/JASMINE     ,,
,,PR37998,,OMS 95-5,,PR35796-B-3-2-2/PR35786-B-3-1-2,,
,,PR37999,,IR77958-41-4-4-2-2-2,,C6632WH-2-3-1-1-1/ADRON125,,
,,PR38000,,C6392-2B-3-3-1-3,,IR76596-9-1-B/PR30460-43-1-3-2-4-1-1-1-4,,
,,PR38001,,C7007-11-2-2-1,,C6688WH-6-2-2-1-3/ADRON117,,
,,PR38002,,PR36880-B-33,,IR76596-9-1-B/PR28280-1-1-1-1-1,,
,,PR38003,,PR36904-B-3,,C7541WH-12-2-1/ADRON125,,
,,PR38004,,PR36695-B-2-1,,PR35225-3B-20,,
,,PR38005,,PR36695-B-2-1,,IR75494-11-2-2-3-1-2/JAPAYUKI,,
,,PR38006,,PR36704-B-10-1,,JAPAYUKI/JASMINE,,
,,PR38007,,PR36711-B-1-5,,IR77700-84-2-2-2/JASMINE,,
,,PR38008,,PR36712-B-12-2,,IR72967-12-2-3/MATATAG 5,,
,,PR38009,,PR35776-B-14-3-1,,IR69800-5-2-3/ADRON111,,
,,PR38010,,PR30858-6-3-2-1-2-1-2-2-3-1-1-3,,IR77700-84-2-2-2/JASMINE,,
,,PR38011,,PR30893-9-2-3-2-2-4-4-7-3-3-1-2 ,,C6688WH-6-2-2-1-3/PR31563-AR32-19-3-3,,
,,PR38012,,PR34544-B-7-3-2-1-1-2-1,,C6688WH-6-2-2-1-3/PR31563-AR32-19-3-3,,
,,PR38013,,PR30893-9-2-3-2-2-5-1-2-1-1-1-2,,C7320WH-11-2-3-1/ADRON117,,
,,PR38014,,KHAMU,,C7541WH-12-2-1/Jasmine,,
,,PR38015,,KHAMU,,IR76596-9-1-B/PR30460-43-1-3-2-4-1-1-1-4,,
,,PR38016,,ADRON117//DM25/AR32-19-3-3,,JASMINE,,
,,PR38017,,PR29264-AC-31/ADRON111,,IR77700-84-2-2-2/PR35225-3B-20,,
,,PR38018,,PR33212-cb-1-2/PR30255WH-9A-C1-1-1-2,,C7541WH-12-2-1/AR32-19-3-4,,
,,PR38019,,PR33382-25-1-1/PR34201-13,,IR75494-11-2-2-3-1-2/MEMBRAMO,,
,,PR38020,,IR76596-9-1-B,,PR30460-43-1-3-2-4-1-1-1-4,,
,,PR38021,,IR76596-9-1-B,,PANDAN,,
,,PR38022,,IR76596-9-1-B,,PR28280-1-1-1-1-1,,
,,PR38023,,ANFC - 2,,PR29332-5-12-11,,
,,PR38024,,IR68144,,CHERRY BLOSSOM,,
,,PR38025,,IR75494-11-2-2-3-1-2,,JAPAYUKI,,
,,PR38026,,IR75494-11-2-2-3-1-2,,MEMBRAMO,,
,,PR38027,,IR75494-11-2-2-3-1-2,,BURDAGOL,,
,,PR38028,,IR67406,,MAGNOLIA,,
,,PR38029,,JAPAYUKI,,JASMINE,,
,,PR38030,,JAPAYUKI,,MS 14,,
,,PR38031,,JASMINE,,IR67406,,
,,PR38032,,IR841-85,,PR29768-13-1-1-1,,
,,PR38033,,ICD-2-3-1-1,,PR29784-28-1-3,,
,,PR38034,,ICD-2-3-1-1,,PR35225-3B-20,,
,,PR38035,,PR34201-B,,PSB RC 10,,
,,PR38036,,IR77700-84-2-2-2,,CHERRY BLOSSOM,,
,,PR38037,,IR77700-84-2-2-2,,PR35225-3B-20,,
,,PR38038,,IR77700-84-2-2-2,,PR25218-9-3-5-1-3-2,,
,,PR38039,,KASTURI,,PR29887-21,,
,,PR38040,,PR29887-2,,KASTURI,,
,,PR38041,,PR35225-3B-20,,PSB RC 82,,
,,PR38042,,PR35225-3B-20,,PANDAN,,
,,PR38043,,NSIC Rc158,,MS 7,,
,,PR38044,,NSIC Rc158,,ADRON 117,,
,,PR38045,,NSIC Rc158,,NSIC Rc128,,
,,PR38046,,NSIC Rc158,,IRFAON 313,,
,,PR38047,,NSIC Rc158,,NSIC Rc160,,
,,PR38048,,IR77958-45-7-1-2-2-2,,AR32-19-3-4,,
,,PR38049,,PR-CR8600WH-11-1-1-1,,AR32-19-3-4,,
,,PR38050,,PR-C7837WH-1-2-1-1-1-2,,AR32-19-3-4,,
,,PR38051,,PR-C8625WH-5-2-2-1,,AR32-19-3-4,,
,,PR38052,,PR-C8496WH-8-2-2-2-2,,AR32-19-3-4,,
,,PR38053,,PR-C8612WH-12-2-2-1,,AR32-19-3-4,,
,,PR38054,,PR-C7875WH-11-1-2-2-3,,AR32-19-3-4,,
,,PR38055,,IR77958-10-1-18,,AR32-4-5-2,,
,,PR38056,,IR77958-14-4-7,,AR32-4-5-2,,
,,PR38057,,IR77958-41-4-4-2-2-2,,AR32-4-5-2,,
,,PR38058,,IR77958-45-7-1-2-2-2,,AR32-4-5-2,,
,,PR38059,,IR77958-29-13-3-1-2-3,,AR32-4-5-2,,
,,PR38060,,IR64,,AR32-4-5-2,,
,,PR38061,,PSB Rc18,,AR32-4-5-2,,
,,PR38062,,PR-C7855WH-1-2-1-2-3-1,,AR32-4-5-2,,
,,PR38063,,PR-C8559WH-18-2-3-2-1,,AR32-4-5-2,,
,,PR38064,,PR-C8600WH-20-2-2-3,,AR32-4-58-2,,
,,PR38065,,PR-C8616WH-9-3-2-2,,AR32-4-58-2,,
,,PR38066,,PR-C7872WH-5-2-2-3-3,,AR32-4-58-2,,
,,PR38067,,PR-C7802WH-5-3-3-2-3,,AR32-4-58-2,,
,,PR38068,,PR-C7873WH-12-2-1-3-1,,AR32-4-58-2,,
,,PR38069,,PR-C7804WH-12-2-1-3-1,,AR32-4-58-2,,
,,PR38070,,PR29264-AC 31  ,,AR32-19-3-4,,
,,PR38071,,AR32-19-3-3 ,,Wagwag V9-1,,
,,PR38072,,PR29264-AC 10 ,,AR32-19-3-3,,
,,PR38073,,AR32-19-3-4  ,,PR29264-AC 10 ,,
,,PR38074,,PR29264-AC 31 ,,AR32-19-3-3,,
,,PR38075,,Raeline 3 ,,PSB Rc18,,
,,PR38076,,Raeline 3 ,,PSB Rc28,,
,,PR38077,,Raeline 3 ,,PSB Rc14,,
,,PR38078,,Raeline 3,,NSIC Rc130,,
,,PR38079,,Raeline 5 ,,PSB Rc18,,
,,PR38080,,Raeline 5 ,,PSB Rc14,,
,,PR38081,,Raeline 5,,PSB Rc28,,
,,PR38082,,Raeline 5 ,,PJ 27,,
,,PR38083,,Raeline 5 ,,NSIC R140,,
,,PR38084,,IVC 11 ,,PSB Rc14,,
,,PR38085,,IVC 11 ,,PSB Rc82,,
,,PR38086,,IVC 11,,NSIC Rc130,,
,,PR38087,,IVC 1  ,,PSB Rc18,,
,,PR38088,,IVC 1  ,,PSB Rc28,,
,,PR38089,,IVC 1 ,,NSIC Rc130,,
,,PR38090,,IVC 1  ,,PSB Rc82,,
,,PR38091,,IVC 1  ,,IR64,,
,,PR38092,,NSIC Rc9 ,,PSB Rc82,,
,,PR38093,,NSIC Rc9 ,,AR32-19-3-3,,
,,PR38094,,NSIC Rc9 ,,IR64,,
,,PR38095,,NAMSAGUI 19  ,,PSB Rc18,,
,,PR38096,,NAMSAGUI 19   ,,PSB Rc28,,
,,PR38097,,KDML 105 ,,IVC 3,,
,,PR38098,,KDML 105  ,,IVC 2,,
,,PR38099,,KDML 105 ,,PJ 27,,
,,PR38100,,KDML 105  ,,NSIC Rc130,,
,,PR38101,,IVC 167  ,,NSIC 138 (PJ 25),,
,,PR38102,,IVC 167   ,,NSIC Rc140,,
,,PR38103,,IVC 167 ,,NSIC Rc134 (PJ 21),,
,,PR38104,,IVC 169 ,,NSIC Rc140,,
,,PR38105,,IVC 2 ,,PSB Rc28,,
,,PR38106,,IVC 16 ,,PSB Rc28,,
,,PR38107,,IVC 16  ,,PSB Rc18,,
,,PR38108,,IVC 16 ,,NSIC Rc140,,
,,PR38109,,IVC 16 ,,PJ 27,,
,,PR38110,,IVC 16 ,,NSIC Rc138 (PJ 25),,
,,PR38111,,IVC 16  ,,AR32-19-3-3,,
,,PR38112,,IVC 16 ,,NSIC Rc134 (PJ 21),,
,,PR38113,,IVC 16 ,,IR64,,
,,PR38114,,IVC 108  ,,PSB Rc18,,
,,PR38115,,IVC 108   ,,PSB Rc28,,
,,PR38116,,IVC 108 ,,NSIC Rc130,,
,,PR38117,,IVC 31  ,,PSB Rc18,,
,,PR38118,,IVC 31   ,,PSB Rc28,,
,,PR38119,,IVC 31  ,,NSIC Rc130,,
,,PR38120,,IVC 3  ,,PSB Rc82,,
,,PR38121,,IVC 3  ,,NSIC Rc128,,
,,PR38122,,IVC 3 ,,PJ 25,,
,,PR38123,,IVC 3  ,,SURINAM,,
,,PR38124,,BIGANTE  ,,PSB Rc14,,
,,PR38125,,BIGANTE ,,IR64,,
,,PR38126,,SL 8 ,,PSB Rc18,,
,,PR38127,,SL 8 ,,PSB Rc28,,
,,PR38128,,SL 8  ,,AR32-19-3-3,,
,,PR38129,,SL 8 ,,IR64,,
,,PR38130,,SL 9 ,,PSB Rc14,,
,,PR38131,,SL 9   ,,PSB Rc82,,
,,PR38132,,SL 9 ,,PSB Rc18,,
,,PR38133,,CHINOIS 6 ,,PSB Rc14,,
,,PR38134,,CHINOIS 6 ,,NSIC Rc128,,
,,PR38135,,CHINOIS 6  ,,IR 64,,
,,PR38136,,SURINAM ,,PSB Rc82,,
,,PR38137,,SURINAM  ,,NSIC Rc128,,
,,PR38138,,SURINAM ,,NSIC Rc130,,
,,PR38139,,SURINAM ,,AR32-19-3-3,,
,,PR38140,,SURINAM ,,IR64,,
,,PR38141,,Y DAM DO ,,NSIC Rc128,,
,,PR38142,,KHAMU,,IR68144,,
,,PR38143,,KHAO LEARN,,IR68144,,
,,PR38144,,IR76596-9-1-B,,JASMINE,,
,,PR38145,,OMS 95-5,,PSB Rc28,,
,,PR38146,,OMS 95-5,,PR26600-B-4,,
,,PR38147,,IR68109-B-90-2-1-5-1,,PR20600-B-4,,
,,PR38148,,IR68109-B-90-2-1-5-1,,PSB Rc28,,
,,PR38149,,SI PENG 43,,PR26600-B-4,,
,,PR38150,,SI PENG 43,,JASMINE,,
,,PR38151,,BS 115,,PSB Rc28,,
,,PR38152,,BS 115,,PR26600-B-4,,
,,PR38153,,IR71137,,NSIC Rc19,,
,,PR38154,,OM 3536,,IR68144,,
F1 SP(07WS),,PR38155,,OM 3536,,IR67406,,
,,PR38156,,IR73690-7-2-1-1-3-2-2-1,,IR76593-4-1-B,,
,,PR38157,,IR73690-7-2-1-1-3-2-2-1,,CHERRY BLOSSOM,,
,,PR38158,,IR73690-7-2-1-1-3-2-2-1,,JASMINE,,
,,PR38159,,IR73690-7-2-1-1-3-2-2-1,,KHAO LEARN,,
,,PR38160,,IR77539-80-2-2-2,,JASMINE,,
,,PR38161,,IR73002-146-2-3-3,,PR26600-B-4,,
,,PR38162,,IR73002-146-2-3-3,,JASMINE,,
,,PR38163,,AR32-19-3-3 ,,SEL. FR. MILAGROSA,,
,,PR38164,,PSC 23-3,,IR75399-2B-4-2-1,,
,,PR38165,,IR68144,,PRJ 4,,
,,PR38166,,BASMATI 370,,PR25218-9-3-3-4,,
,,PR38167,,PJG 6,,SUPER BASMATI,,
,,PR38168,,IR78536-87-3-1-2,,BURDAGOL,,
,,PR38169,,YN 2730-5-5-4-2,,BURDAGOL,,
,,PR38170,,PR30907-4-1-1-2,,SUPER BASMATI,,
,,PR38171,,PR30907-4-1-1-2,,IR67406,,
,,PR38172,,PR30907-4-1-1-2,,MS 12,,
,,PR38173,,PR30907-4-1-1-2,,BASMATI 446-1,,
,,PR38174,,PR30907-4-1-1-2,,IR68144,,
,,PR38175,,PR30907-4-1-1-2,,KHAMU,,
,,PR38176,,PR35225-3B-20-1-2,,SUPER BASMATI,,
,,PR38177,,PR29329-3,,KDML 105,,
,,PR38178,,PR29329-3,,BASMATI 370,,
,,PR38179,,PR29329-3,,IR73002-146-2-3-3,,
,,PR38180,,PR29329-3,,AZUCENA,,
,,PR38181,,PR29332-5-12,,IR66696-49-1-2,,
,,PR38182,,PR29332-5-12,,YN 2730-5-5-4-2,,
,,PR38183,,PR29332-5-12,,KDML 105,,
,,PR38184,,CHINOIS 6,,IVC 3,,
,,PR38185,,CHINOIS 6  ,,SURINAM,,
,,PR38186,,AZUCENA (IRGC 328) ,,PSB Rc18,,
,,PR38187,,AZUCENA (IRGC 328),,PSB Rc82,,
,,PR38188,,AZUCENA (IRGC 328) ,,NSIC 128,,
,,PR38189,,IRAT 104 ,,NSIC 130,,
,,PR38190,,IRAT 104,,IVC 3,,
,,PR38191,,IRAT 104 ,,SURINAM,,
